trial_index,original_emotion,filename,aoi_id,aoi_type,x1,y1,x2,y2,width,height,area_px,area_prop,confidence,source,text,verification_status,verification_notes,img_w,img_h,image_path
5,Positivo,77_orig_76.jpg,77_orig_76_text_03,text,222,401,351,485,129,84,10836,0.0074265975820379,0.997329588610596,easyocr,CRUNCHY COOKiE,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_04,text,726,742,838,850,112,108,12096,0.0082901554404145,0.5119538930762388,easyocr,m,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_05,text,184,878,242,914,58,36,2088,0.0014310387367382,0.9377908650664446,easyocr,"m,",accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_06,text,0,905,31,935,31,30,930,0.0006373879430874,0.6176334647799173,easyocr,m,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_07,text,45,901,85,933,40,32,1280,0.0008772651259697,0.9856049682659886,easyocr,m,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_08,text,91,1011,133,1043,42,32,1344,0.0009211283822682,0.9959062597374668,easyocr,m,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_09,text,433,1005,473,1037,40,32,1280,0.0008772651259697,0.3243198960901736,easyocr,I,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_10,text,814,1092,866,1136,52,44,2288,0.0015681114126709,0.992988759722394,easyocr,m,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_11,text,409,1115,447,1147,38,32,1216,0.0008334018696712,0.3166175528292294,easyocr,In,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_12,text,0,1219,53,1267,53,48,2544,0.0017435644378649,0.995575207565654,easyocr,m,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_13,text,52,118,237,268,185,150,27750,0.0190188337856731,0.9992216240181744,easyocr,NEW,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_14,text,391,318,499,373,108,55,5940,0.0040710584752035,0.9992201302636584,easyocr,RESEALABLE,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_15,text,581,403,676,453,95,50,4750,0.0032554760534035,0.9998311672826156,easyocr,CANDIES,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_16,text,481,411,602,469,121,58,7018,0.0048098801984812,0.994531946595264,easyocr,CHOCOLATE,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
5,Positivo,77_orig_76.jpg,77_orig_76_text_17,text,190,383,878,730,688,347,238736,0.1636209118074403,0.494308099388637,easyocr,Mems,accepted,,1080,1351,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\77_orig_76.jpg
6,Negativo,1150_orig_1386.jpg,1150_orig_1386_face_01,face,450,223,637,410,187,187,34969,0.0239842249657064,0.8462673425674438,mediapipe_face_detection,,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\1150_orig_1386.jpg
6,Negativo,1150_orig_1386.jpg,1150_orig_1386_text_01,text,648,558,706,600,58,42,2436,0.0016707818930041,0.8272656778287375,easyocr,cK,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\1150_orig_1386.jpg
6,Negativo,1150_orig_1386.jpg,1150_orig_1386_text_02,text,582,964,700,1028,118,64,7552,0.0051796982167352,0.8353334155469735,easyocr,Kle,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\1150_orig_1386.jpg
7,Neutral,811_orig_910.jpg,811_orig_910_text_01,text,27,90,980,179,953,89,84817,0.0727169067215363,0.7144550068976613,easyocr,Omg-there's a whole thirst trap in this car,accepted,,1080,1080,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\811_orig_910.jpg
8,Neutral,859_orig_958.jpg,859_orig_958_text_01,text,460,491,495,526,35,35,1225,0.0008401920438957,0.4433018440602009,easyocr,Hik Wut,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\859_orig_958.jpg
9,Negativo,584_orig_683.jpg,584_orig_683_text_01,text,385,859,493,885,108,26,2808,0.00609375,0.3000335095407228,easyocr,ACCESS-AGENCY NET,accepted,,512,900,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\584_orig_683.jpg
10,Positivo,91_orig_90.jpg,91_orig_90_face_01,face,444,185,652,394,208,209,43472,0.0298161865569272,0.9292977452278136,mediapipe_face_detection,,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\91_orig_90.jpg
10,Positivo,91_orig_90.jpg,91_orig_90_text_01,text,54,208,298,244,244,36,8784,0.0060246913580246,0.8319004655191421,easyocr,UNDER ARMOUR,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\91_orig_90.jpg
11,Positivo,272_orig_271.jpg,272_orig_271_text_01,text,46,968,260,1006,214,38,8132,0.0069718792866941,0.9999424912829828,easyocr,Perfect Moments,accepted,,1080,1080,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\272_orig_271.jpg
11,Positivo,272_orig_271.jpg,272_orig_271_text_02,text,19,991,288,1055,269,64,17216,0.0147599451303155,0.387057251453918,easyocr,together,accepted,,1080,1080,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\272_orig_271.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_01,text,138,26,274,88,136,62,8432,0.0057832647462277,0.9876963206581454,easyocr,2 5th,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_02,text,305,23,943,91,638,68,43384,0.029755829903978,0.3613271214403008,easyocr,A N N I V E R $ A R Y,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_03,text,404,92,554,130,150,38,5700,0.0039094650205761,0.4240465859052396,easyocr,E V E R Y:,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_04,text,552,92,678,132,126,40,5040,0.0034567901234567,0.4894553694000699,easyocr,$ A G A,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_05,text,342,118,736,156,394,38,14972,0.0102688614540466,0.4410780841394373,easyocr,H A $ A B E G I N NI N G,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_06,text,270,974,510,1018,240,44,10560,0.0072427983539094,0.868679394952855,easyocr,SSTAR WARS,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_07,text,267,1007,741,1111,474,104,49296,0.0338106995884773,0.997798053290098,easyocr,EPISODE,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_08,text,755,1019,809,1101,54,82,4428,0.003037037037037,0.6043332709693097,easyocr,1,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_09,text,271,1109,371,1161,100,52,5200,0.0035665294924554,0.9987347501875616,easyocr,THE,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_10,text,373,1109,611,1161,238,52,12376,0.0084883401920438,0.7347506116710095,easyocr,PHANTOM,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_11,text,614,1108,812,1160,198,52,10296,0.0070617283950617,0.9998765788049412,easyocr,MENACE,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_12,text,68,1158,302,1200,234,42,9828,0.0067407407407407,0.5776414611053828,easyocr,R E T U R N $,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_13,text,314,1158,388,1200,74,42,3108,0.0021316872427983,0.8373011946678162,easyocr,T 0,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_14,text,408,1156,672,1200,264,44,11616,0.0079670781893004,0.5863827819309139,easyocr,T H E A T E R $,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_15,text,686,1158,798,1200,112,42,4704,0.0032263374485596,0.751061186734895,easyocr,M A Y,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_16,text,814,1158,876,1198,62,40,2480,0.0017009602194787,0.742313270982191,easyocr,3rd,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_17,text,884,1158,1016,1200,132,42,5544,0.0038024691358024,0.955104212291468,easyocr,2 0 2 4,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_18,text,231,1207,343,1235,112,28,3136,0.0021508916323731,0.9473401430697524,easyocr,LIAM NEESON,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_19,text,339,1207,479,1235,140,28,3920,0.0026886145404663,0.5051364814814677,easyocr,EWAN McGREGOR,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_20,text,473,1205,625,1235,152,30,4560,0.0031275720164609,0.9965196783435936,easyocr,NATALIE PORTMAN,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_21,text,620,1205,721,1237,101,32,3232,0.0022167352537722,0.9994501170545732,easyocr,JAKE LLOYD,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_22,text,715,1207,843,1235,128,28,3584,0.0024581618655692,0.8010077858022344,easyocr,IAN McDIARMID,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_23,text,379,1223,489,1249,110,26,2860,0.0019615912208504,0.8086966000693169,easyocr,NTHONY DANIELS,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_24,text,521,1225,571,1249,50,24,1200,0.0008230452674897,0.5379197043361024,easyocr,BAKER,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_25,text,563,1225,613,1249,50,24,1200,0.0008230452674897,0.7227377758872494,easyocr,FERNIL,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_26,text,623,1225,669,1249,46,24,1104,0.0007572016460905,0.7080888152122498,easyocr,UGus,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_27,text,669,1225,737,1249,68,24,1632,0.001119341563786,0.3468509235088,easyocr,FRANK O2,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_28,text,408,1235,537,1267,129,32,4128,0.0028312757201646,0.9991536046714228,easyocr,JOHN WILLIAMS,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_29,text,565,1237,693,1265,128,28,3584,0.0024581618655692,0.9891561615824244,easyocr,RICK McCALLUM,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_30,text,475,1257,599,1289,124,32,3968,0.0027215363511659,0.9956122879804604,easyocr,GEORGE LUCAS,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
13,Negativo,41_orig_40.jpg,41_orig_40_text_31,text,29,1291,193,1319,164,28,4592,0.0031495198902606,0.5342914844200467,easyocr,02024 & IM Lucasiilm Lld:,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\41_orig_40.jpg
14,Neutral,336_orig_435.jpg,336_orig_435_text_01,text,722,788,816,828,94,40,3760,0.0025788751714677,0.5940949263709616,easyocr,BV 91ZAM,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\336_orig_435.jpg
15,Negativo,361_orig_460.jpg,361_orig_460_text_01,text,106,638,379,703,273,65,17745,0.0152134773662551,0.9185323188008234,easyocr,better with,accepted,,1080,1080,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\361_orig_460.jpg
15,Negativo,361_orig_460.jpg,361_orig_460_text_02,text,1,969,27,1003,26,34,884,0.0007578875171467,0.9655576453906214,easyocr,8,accepted,,1080,1080,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\361_orig_460.jpg
15,Negativo,361_orig_460.jpg,361_orig_460_text_03,text,3,1011,27,1075,24,64,1536,0.0013168724279835,0.5972049596303499,easyocr,1,accepted,,1080,1080,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\negative\361_orig_460.jpg
16,Neutral,640_orig_739.jpg,640_orig_739_face_01,face,402,151,637,385,235,234,54990,0.047145061728395,0.8937960267066956,mediapipe_face_detection,,accepted,,1080,1080,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\640_orig_739.jpg
16,Neutral,640_orig_739.jpg,640_orig_739_text_01,text,356,546,478,612,122,66,8052,0.0069032921810699,0.7991547048135277,easyocr,Sprite(,accepted,,1080,1080,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\640_orig_739.jpg
16,Neutral,640_orig_739.jpg,640_orig_739_text_02,text,166,574,926,726,760,152,115520,0.099039780521262,0.9932938313167904,easyocr,MAKE THE,accepted,,1080,1080,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\640_orig_739.jpg
16,Neutral,640_orig_739.jpg,640_orig_739_text_03,text,18,695,1068,856,1050,161,169050,0.1449331275720164,0.5509560965416735,easyocr,WOR -D SMILE,accepted,,1080,1080,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\640_orig_739.jpg
17,Positivo,1123_orig_1359.jpg,1123_orig_1359_text_01,text,0,0,207,45,207,45,9315,0.017195991847826,0.9992198808987156,easyocr,#COMING SOON,accepted,,736,736,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\1123_orig_1359.jpg
17,Positivo,1123_orig_1359.jpg,1123_orig_1359_text_02,text,128,96,610,350,482,254,122428,0.2260086838374291,0.3925056740374968,easyocr,Lonk'$,accepted,,736,736,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\1123_orig_1359.jpg
17,Positivo,1123_orig_1359.jpg,1123_orig_1359_text_03,text,641,637,723,665,82,28,2296,0.0042385396975425,0.9581862687375132,easyocr,Learn More,accepted,,736,736,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\1123_orig_1359.jpg
17,Positivo,1123_orig_1359.jpg,1123_orig_1359_text_04,text,215,639,522,691,307,52,15964,0.0294704040642722,0.9253247158693624,easyocr,But TASTES YUMMIERI,accepted,,736,736,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\1123_orig_1359.jpg
17,Positivo,1123_orig_1359.jpg,1123_orig_1359_text_05,text,259,677,479,705,220,28,6160,0.0113716918714555,0.7485224617014344,easyocr,Because Its Freshly Baked!,accepted,,736,736,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\1123_orig_1359.jpg
17,Positivo,1123_orig_1359.jpg,1123_orig_1359_text_06,text,551,659,736,707,185,48,8880,0.0163929584120983,0.9990685420068004,easyocr,03019133177,accepted,,736,736,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\1123_orig_1359.jpg
17,Positivo,1123_orig_1359.jpg,1123_orig_1359_text_07,text,591,691,735,735,144,44,6336,0.0116965973534971,0.8962406709436517,easyocr,@bakersbasket2o @Bakersbasket12,accepted,,736,736,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\1123_orig_1359.jpg
17,Positivo,1123_orig_1359.jpg,1123_orig_1359_text_08,text,331,11,395,48,64,37,2368,0.0043714555765595,0.9293698918417024,easyocr,BAKER,accepted,,736,736,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\positive\1123_orig_1359.jpg
19,Neutral,722_orig_821.jpg,722_orig_821_text_01,text,937,203,1037,305,100,102,10200,0.0069958847736625,0.7726952938166711,easyocr,3,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\722_orig_821.jpg
19,Neutral,722_orig_821.jpg,722_orig_821_text_02,text,702,1026,738,1062,36,36,1296,0.0008888888888888,0.8401556489872384,easyocr,W,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\722_orig_821.jpg
19,Neutral,722_orig_821.jpg,722_orig_821_text_03,text,395,215,636,468,241,253,60973,0.0418196159122085,0.9435755039491376,easyocr,22,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\722_orig_821.jpg
19,Neutral,722_orig_821.jpg,722_orig_821_text_04,text,294,438,459,672,165,234,38610,0.0264814814814814,0.4574743945495676,easyocr,8,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\722_orig_821.jpg
19,Neutral,722_orig_821.jpg,722_orig_821_text_05,text,763,529,879,639,116,110,12760,0.0087517146776406,0.999952495098114,easyocr,Ro PERP,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\722_orig_821.jpg
19,Neutral,722_orig_821.jpg,722_orig_821_text_06,text,509,548,679,686,170,138,23460,0.0160905349794238,0.6302984952926636,easyocr,28,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\722_orig_821.jpg
19,Neutral,722_orig_821.jpg,722_orig_821_text_07,text,864,565,982,666,118,101,11918,0.0081742112482853,0.9890194535255432,easyocr,EX TUAL,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\722_orig_821.jpg
19,Neutral,722_orig_821.jpg,722_orig_821_text_08,text,938,627,1015,681,77,54,4158,0.0028518518518518,0.5885415128574517,easyocr,DA>,accepted,,1080,1350,C:\Users\Martin\Desktop\memoria\imagenes\top_imagenes\neutral\722_orig_821.jpg
